"","Time","Dedr","Age","Brt","Value","Claims"
"10872",1,150000,3.3,9.98,15.07,0
"10873",1,150000,1.61,10.57,16.99,1
"10874",1,150000,1.61,10.57,16.99,0
"10875",1,150000,2.89,10.35,16.59,0
"10876",1,150000,2.83,10.35,16.59,0
"10877",1,67500,2.3,10.17,16.97,0
"10878",1,67500,2.4,10.17,16.97,0
"10881",1,175000,2.56,11.31,17.12,0
"10882",1,175000,2.56,11.3,17.12,0
"10883",1,175000,2.48,11.3,17.15,0
"10884",1,175000,2.56,11.31,17.12,0
"10885",1,150000,2.83,10.51,16.3,1
"10886",1,150000,2.83,10.51,16.3,0
"10887",1,150000,2.83,10.52,16.3,0
"10888",1,150000,2.4,10.57,16.87,0
"10889",1,150000,2.3,10.57,16.91,0
"10892",1,175000,2.3,11.3,17.33,0
"10893",1,150000,3.04,10.45,16.2,0
"10901",1,150000,1.95,11.38,17.46,0
"10902",1,85000,1.95,10.56,16.96,0
"10903",1,85000,1.95,10.56,16.96,0
"10904",1,85000,1.95,10.56,16.96,0
"10905",1,150000,1.79,11.38,17.42,0
"10906",1,150000,1.79,11.38,17.46,0
"10912",1,150000,3.22,10.51,15.79,0
"10913",1,1e+05,3.09,10.01,15.89,0
"10914",1,1e+05,3.09,10.01,15.89,0
"10915",1,1e+05,3.09,10.01,15.89,0
"10916",1,1e+05,3.04,9.57,15.79,0
"10917",0.8,1e+05,3.3,9.51,15.2,0
"10922",1,1e+05,3.47,9.52,15.1,0
"10923",1,1e+05,3.37,9.59,15.2,0
"10924",1,1e+05,3.04,9.57,15.79,0
"10927",1,1e+05,3.14,9.92,15.89,0
"10928",1,1e+05,3.18,9.92,15.79,0
"10929",1,1e+05,3.09,10.11,15.99,1
"10930",1,1e+05,3.09,10.11,15.99,0
"10932",1,150000,3.18,10.45,15.79,0
"10935",0.72,1e+05,3.22,10.45,15.76,0
"10936",0.03,1e+05,3.22,10.45,15.42,0
"10937",0.25,99999,3.22,10.45,15.42,0
"10938",0.72,1e+05,3.22,10.44,15.76,0
"10939",0.03,1e+05,3.22,10.44,15.42,0
"10940",0.25,99999,3.22,10.44,15.42,0
"10941",0.72,150000,3.43,9.87,14.91,0
"10942",0.03,150000,3.43,9.87,14.51,0
"10943",0.25,99999,3.43,9.87,14.51,0
"10944",0.72,1e+05,2.77,10.57,16.38,0
"10945",0.03,1e+05,2.77,10.57,16.12,0
"10946",0.25,99999,2.77,10.57,16.12,0
"10947",0.72,150000,2.64,11.43,17.03,0
"10948",0.03,150000,2.64,11.43,16.91,0
"10949",0.25,99999,2.64,11.43,16.91,0
"10987",1,1e+05,2.08,10.67,16.6,0
"10988",1,1e+05,2.08,10.67,16.6,0
"10989",1,1e+05,3.09,10.01,15.4,0
"10990",1,1e+05,3.09,9.75,15.33,0
"10991",1,1e+05,3,10.16,15.68,0
"10992",1,1e+05,1.79,10.2,16.4,0
"10993",1,1e+05,1.79,10.2,16.4,0
"10994",1,1e+05,1.79,10.25,16.43,0
"10995",1,1e+05,1.61,10.25,16.43,0
"10996",0.72,1e+05,3.18,9.74,14.56,0
"10997",1,1e+05,3,10.45,15.71,0
"10998",1,1e+05,3.04,9.53,15.12,0
"11004",0.26,1e+05,3.43,9.89,13.87,0
"11005",0.74,1e+05,3.43,9.89,13.87,0
"11006",0.28,1e+05,3.37,9.94,14.47,0
"11007",0.72,1e+05,3.37,9.94,14.47,0
"11008",0.28,1e+05,3.37,9.87,14.47,0
"11009",0.72,50000,3.37,9.87,14.47,1
"11010",0.28,1e+05,3.33,9.52,13.87,0
"11011",0.72,1e+05,3.33,9.52,13.87,0
"11012",1,1e+05,2.64,10,15.98,0
"11013",1,1e+05,2.64,10,15.98,0
"11014",1,1e+05,2.64,10,15.98,0
"11015",1,1e+05,3.04,9.79,15.38,0
"11016",1,1e+05,3.09,9.74,15.33,0
"11017",1,1e+05,3.09,9.74,15.33,0
"11018",0.9,1e+05,3.04,10.1,15.63,0
"11019",0.1,1e+05,3.04,10.1,15.63,0
"11093",1,250000,2.2,10.49,17.5,0
"11102",1,250000,2.3,10.49,17.5,0
"11107",1,250000,2.2,10.49,17.5,0
"11110",1,250000,2.3,10.39,17.32,0
"11124",1,250000,2.08,10.49,17.5,0
"11129",1,75000,3.33,8.83,15.76,0
"11132",1,250000,3.04,10.22,17.32,0
"11133",1,250000,3.04,10.22,17.32,1
"11134",1,250000,3.04,10.22,17.32,0
"11135",1,250000,3.14,10.33,17.32,0
"11136",1,250000,2.64,10.95,17.79,0
"11137",1,250000,2.2,11.06,17.79,0
"11138",1,250000,2.3,11.06,17.79,0
"11139",1,250000,2.2,11.06,17.79,0
"11140",1,250000,2.2,11.06,17.79,0
"11141",1,250000,2.3,11.06,17.79,0
"11142",1,250000,2.3,11.06,17.79,0
"11143",1,250000,1.95,11.06,17.79,0
"11144",1,250000,1.95,11.06,17.79,0
"11145",1,250000,1.95,11.06,17.79,0
"11146",1,250000,1.95,11.06,17.79,0
"11147",1,1e+05,3.5,7.86,15.2,0
"11148",1,1e+05,3.22,8.26,15.61,0
"11149",1,1e+05,3.22,8.45,15.61,1
"11150",1,1e+05,3.4,9.87,17.22,0
"11151",1,1e+05,3.04,10.38,17.44,0
"11153",1,1e+05,3,10.51,16.3,0
"11154",1,1e+05,3.3,10.45,16.12,0
"11155",1,75000,3.04,10.17,16.12,0
"11156",1,75000,3.09,10.12,16.01,0
"11157",0.47,99999,3.09,10.12,15.76,0
"11158",0.8,150000,3.37,11.15,15.89,0
"11159",1,1e+05,3.18,10.66,15.89,0
"11160",1,75000,3.04,9.52,15.76,0
"11161",0.3,85000,3.04,9.52,15.94,0
"11162",1,75000,3.18,10.13,15.76,0
"11163",1,150000,3.22,11.51,16.52,0
"11164",1,75000,3.18,9.8,16.07,0
"11165",1,75000,1.95,10.24,17.03,0
"11168",1,50000,2.2,9.68,16.52,0
"11169",1,50000,2.08,9.26,16.12,0
"11170",1,50000,2.2,9.3,16.12,0
"11171",1,50000,2.2,9.26,16.12,0
"11172",1,50000,2.3,9.26,16.12,0
"11173",1,50000,2.48,9.3,15.89,0
"11174",1,50000,3.04,9.44,15.61,0
"11175",1,50000,3.04,9.43,15.61,0
"11176",1,50000,3.09,9.44,15.61,0
"11189",1,50000,3.18,9.88,15.56,0
"11190",1,1e+05,2.4,10.56,16.77,0
"11191",1,75000,3.04,10.02,15.98,0
"11192",1,1e+05,2.4,10.56,16.77,0
"11193",1,50000,2.2,9.83,16.48,0
"11194",1,50000,2.2,9.83,16.48,0
"11195",1,50000,2.2,9.83,16.48,0
"11196",1,150000,2.77,11.23,16.79,0
"11198",0.65,1e+05,2.83,10.51,16.3,0
"11199",0.35,1e+05,2.83,10.51,15.79,0
"11200",0.65,1e+05,2.94,10.52,16.3,0
"11201",0.35,1e+05,2.94,10.52,15.61,0
"11202",0.48,1e+05,3.09,10.44,15.89,0
"11208",0.08,1e+05,3.26,11.4,17.58,0
"11209",0.55,1e+05,3.26,11.4,17.58,1
"11222",0.84,1e+05,1.61,10.21,16.3,0
"11230",1,75000,3.04,10.01,16.12,0
"11231",1,75000,3.04,10.01,16.12,0
"11232",1,75000,3.09,10.01,16.12,0
"11233",1,75000,3.09,10.01,16.12,0
"11239",1,75000,3.37,10.01,15.42,0
"11241",0.39,130000,3.47,10.56,15.2,0
"11279",0.53,1e+05,3.18,10.11,15.71,0
"11280",0.47,1e+05,3.18,10.11,16.34,0
"11282",0.61,1e+05,1.61,10.24,16.4,0
"11283",0.52,1e+05,1.61,10.24,16.4,0
"11290",0.33,75000,3,10.34,16.45,0
"11291",0.31,75000,3,10.34,16.09,0
"11292",0.35,75000,3,10.34,15.97,0
"11293",1,75000,3.14,10.47,16.3,0
"11294",1,75000,3.18,10.49,16.12,0
"11295",1,75000,3.18,10.5,16.12,2
"11324",1,1e+05,2.89,11.2,16.45,0
"11327",1,5e+05,3.3,11.63,15.61,0
"11357",0.45,5e+05,3,12.08,17.11,0
"11358",0.55,5e+05,3,12.08,16.99,0
"11365",0.45,5e+05,3,11.98,17.28,0
"11366",0.55,5e+05,3,11.98,17.11,0
"11431",0.73,5e+05,2.64,11.94,17.48,0
"11432",0.27,5e+05,2.64,11.94,17.37,0
"11450",0.73,5e+05,2.2,11.59,17.43,0
"11451",0.27,5e+05,2.2,11.59,17.34,0
"11452",0.45,5e+05,3,11.68,16.65,0
"11453",0.55,5e+05,3,11.68,16.45,0
"11454",0.73,5e+05,3,11.95,17.13,0
"11455",0.27,5e+05,3,11.95,16.95,0
"11462",1,5e+05,2.08,11.43,17.73,0
"11477",0.45,5e+05,3,11.51,16.49,0
"11478",0.55,5e+05,3,11.51,16.3,0
"11480",0.71,2e+05,2.94,11.98,17.28,0
"11481",0.15,2e+05,2.94,11.98,16.99,0
"11482",0.15,5e+05,2.94,11.98,17.11,0
"11485",0.76,50000,2.4,10.58,17.07,0
"11486",0.04,50000,2.4,10.58,17.07,0
"11487",0.76,50000,2.3,10.58,17.07,0
"11488",0.04,50000,2.3,10.58,17.07,0
"11489",0.79,50000,1.95,10.57,17.03,1
"11490",0.04,50000,1.95,10.57,17.03,0
"11491",0.79,50000,1.79,10.57,17.05,0
"11492",0.04,50000,1.79,10.57,17.05,0
"11493",0.79,50000,1.79,10.57,17.05,0
"11494",0.04,50000,1.79,10.57,17.05,0
"11507",1,1e+05,3.26,9.96,15.61,0
"11509",1,1e+05,3.09,10.52,17.12,0
"11514",0.94,75000,2.2,9.72,16.88,0
"11517",1,1e+05,3.09,10.49,17.12,0
"11539",0.22,2500000,3.22,11.25,16.16,0
"11548",1,2500000,3.14,10.12,17.69,0
"11555",1,150000,3.22,9.3,16.01,0
"11561",1,1e+05,3.09,9.34,16.64,0
"11566",1,1e+05,1.79,10.57,17.07,0
"11567",1,1e+05,1.61,10.61,17.07,0
"11568",1,1e+05,2.3,10.57,16.71,0
"11586",1,85000,3.04,9.73,15.61,0
"11594",0.6,1e+05,2.64,10.95,17.28,0
"11595",0.51,1e+05,2.64,10.95,17.28,0
"11596",0.52,1e+05,2.64,10.95,17.28,0
"11597",0.52,1e+05,2.64,10.95,17.28,0
"11598",0.48,1e+05,2.71,10.95,17.28,0
"11599",0.45,1e+05,2.71,10.95,17.28,0
"11600",0.44,1e+05,2.71,10.95,17.28,0
"11604",1,150000,3.26,10.44,16.01,0
"11605",1,150000,3.37,10.31,15.89,0
"11606",1,150000,3.33,10.49,15.89,0
"11613",1,135000,3.09,9.8,16.38,0
"11614",1,135000,3.14,9.81,16.38,0
"11615",0.12,135000,3.37,10.48,16.21,0
"11616",1,135000,3.4,10.41,15.96,0
"11617",0.51,135000,3.37,9.69,15.83,0
"11618",1,135000,3.4,9.7,15.76,0
"11619",1,135000,3.4,9.73,15.76,0
"11620",1,135000,3.37,9.7,15.76,0
"11621",0.44,135000,3.47,9.93,15.83,0
"11635",0.46,135000,3.37,10.21,16.21,0
"11636",1,135000,3.18,9.9,16.21,0
"11637",1,135000,3.4,10.1,15.83,0
"11638",1,135000,3.43,9.81,15.69,0
"11644",1,135000,3.22,9.68,15.32,0
"11645",1,135000,2.3,10.11,16.62,0
"11653",0.59,75000,2.94,10.01,15.66,0
"11654",0.41,75000,2.94,10.01,15.47,0
"11655",0.59,75000,2.94,10.01,15.66,0
"11656",0.41,75000,2.94,10.01,15.47,0
"11657",0.59,75000,3.22,9.56,14.85,0
"11658",0.41,75000,3.22,9.56,14.71,0
"11659",0.59,75000,3.22,9.56,14.85,0
"11660",0.41,75000,3.22,9.56,14.71,0
"11661",0.59,75000,2.4,10.18,16.66,0
"11662",0.41,75000,2.4,10.18,16.62,0
"11663",0.59,75000,2.4,10.18,16.66,0
"11664",0.41,75000,2.4,10.18,16.62,0
"11665",0.59,75000,2.56,10.56,16.59,0
"11666",0.41,75000,2.56,10.56,16.57,0
"11667",0.59,75000,2.56,10.56,16.59,0
"11668",0.41,75000,2.56,10.56,16.57,0
"11669",1,75000,3.3,9.45,14.56,0
"11670",1,75000,3.3,9.45,14.56,0
"11671",0.59,75000,3.09,9.8,15.33,0
"11672",0.41,75000,3.09,9.8,15.25,0
"11673",0.59,75000,3.09,9.8,15.33,0
"11674",0.41,75000,3.09,9.8,15.25,0
"11675",0.59,75000,2.48,10.56,16.43,0
"11676",0.41,75000,2.48,10.56,16.4,0
"11677",0.59,75000,2.48,10.56,16.43,0
"11678",0.41,75000,2.48,10.56,16.4,0
"11679",0.59,75000,2.77,10.06,16.17,0
"11680",0.41,75000,2.77,10.06,16.1,0
"11681",0.59,75000,2.77,10.06,16.17,0
"11682",0.41,75000,2.77,10.06,16.1,0
"11683",0.59,75000,2.77,10.55,16.2,0
"11684",0.41,75000,2.77,10.55,16.17,0
"11685",0.59,75000,2.77,10.55,16.2,0
"11686",0.41,75000,2.77,10.55,16.17,0
"11687",0.59,75000,3.09,9.67,15.33,0
"11688",0.41,75000,3.09,9.67,15.25,0
"11689",0.59,75000,3.09,9.67,15.33,0
"11690",0.41,75000,3.09,9.67,15.25,0
"11691",0.59,75000,3.14,9.67,15.16,1
"11692",0.41,75000,3.14,9.67,15.07,0
"11693",0.59,75000,3.14,9.67,15.16,1
"11694",0.41,75000,3.14,9.67,15.07,0
"11695",0.59,75000,2.48,10.56,16.7,0
"11696",0.41,75000,2.48,10.56,16.64,0
"11697",0.59,75000,2.48,10.56,16.7,0
"11698",0.41,75000,2.48,10.56,16.64,0
"11699",1,75000,3.3,9.57,14.71,0
"11700",1,75000,3.3,9.57,14.71,0
"11701",0.59,75000,2.4,10.18,16.5,0
"11702",0.41,75000,2.4,10.18,16.45,0
"11703",0.59,75000,2.4,10.18,16.5,0
"11704",0.41,75000,2.4,10.18,16.45,0
"11709",0.59,75000,3.09,9.63,15.25,0
"11710",0.41,75000,3.09,9.63,15.16,0
"11711",0.59,75000,3.09,9.63,15.25,0
"11712",0.41,75000,3.09,9.63,15.16,0
"11713",1,75000,3.33,9.31,14.38,0
"11714",1,75000,3.33,9.31,14.38,0
"11715",0.59,75000,2.56,10.56,16.62,0
"11716",0.41,75000,2.56,10.56,16.57,0
"11717",0.59,75000,2.56,10.56,16.62,0
"11718",0.41,75000,2.56,10.56,16.57,0
"11745",1,75000,2.48,10.51,16.35,0
"11746",1,75000,2.48,10.51,16.35,0
"11747",1,75000,2.56,10.51,16.35,0
"11748",1,75000,2.56,10.51,16.35,0
"11766",1,2e+05,3.4,11.18,15.61,0
"11767",1,2e+05,3.14,11.64,16.45,0
"11777",1,175000,2.94,11.33,16.45,1
"11778",1,175000,1.79,11.38,17.15,0
"11783",1,175000,1.95,11.37,17.12,0
"11785",1,50000,2.64,10.29,16.99,1
"11786",1,125000,2.64,10.29,16.99,0
"11788",0.5,50000,3.14,9.79,15.56,0
"11789",0.5,50000,3.14,9.79,15.26,0
"11790",0.5,50000,3.37,9.38,15.69,0
"11791",0.5,50000,3.37,9.38,15.73,0
"11792",0.5,50000,3.04,9.73,15.76,0
"11793",0.5,50000,3.04,9.73,15.52,0
"11794",0.5,75000,3,10.17,16.04,0
"11795",0.5,75000,3,10.17,15.8,0
"11796",0.5,1e+05,2.3,10.17,16.63,0
"11797",0.5,1e+05,2.3,10.17,16.51,0
"11798",0.5,1e+05,1.95,10.55,16.71,0
"11799",0.5,1e+05,1.95,10.55,16.79,0
"11800",0.5,50000,3.18,9.35,15.83,0
"11801",0.5,50000,3.18,9.35,15.8,0
"11802",0.5,1e+05,1.79,10.56,16.71,0
"11803",0.5,1e+05,1.79,10.56,16.62,0
"11811",0.53,125000,2.77,10.63,17.03,1
"11812",0.53,125000,3.56,9.88,16.12,0
"11813",0.53,125000,1.95,10.63,17.03,0
"11814",0.53,125000,1.61,10.63,17.03,0
"11839",1,175000,1.61,11.39,17.2,0
"11842",1,175000,2.2,11.25,17.1,0
"11843",1,175000,2.4,11.31,17.1,0
"11844",1,175000,2.48,11.29,16.92,0
"11847",1,175000,2.3,11.41,16.86,0
"11848",1,175000,2.3,11.26,17.1,0
"11873",0.23,1e+05,3.22,10.44,15.61,0
"11874",0.22,150000,2.83,10.35,16.59,0
"11875",0.81,150000,2.83,10.35,16.52,0
"11876",1,150000,2.83,10.35,16.59,0
"11877",1,150000,2.83,10.35,16.59,0
"11878",1,150000,2.83,10.35,16.59,0
"11879",1,90000,3.22,10.68,15.89,0
"11881",0.68,50000,1.61,10.57,17.07,0
"11882",0.04,50000,1.61,10.57,17.07,0
"11883",1,90000,3.04,10.12,15.76,0
"11884",1,90000,3.04,10.15,15.76,0
"11903",0.86,150000,2.48,10.56,16.38,0
"11904",0.15,1e+05,2.48,10.56,16.54,0
"11905",0.94,150000,2.48,10.5,16.38,0
"11906",0.06,1e+05,2.48,10.5,16.54,0
"11911",0.08,1e+05,2.48,10.5,16.54,0
"11912",1,1e+05,2.4,10.17,16.46,0
"11913",1,1e+05,2.3,9.62,16.46,0
"11914",1,75000,2.3,9.68,16.25,0
"11915",1,75000,2.08,9.79,16.11,0
"11916",0.1,1e+05,2.77,10.5,16.24,0
"11917",0.08,1e+05,2.77,10.5,16.24,0
"11918",1,75000,3,10.11,16.01,0
"11919",0.49,125000,3,10.11,15.37,0
"11920",0.95,75000,3,10.11,16.01,0
"11921",1,75000,3,10,15.83,0
"11922",1,75000,3,9.75,15.79,0
"11923",1,75000,3,9.76,15.79,0
"11924",1,75000,3,9.75,15.79,1
"11925",1,75000,3.14,9.93,15.75,0
"11926",1,75000,3.04,9.68,15.66,0
"11927",1,75000,3,9.65,15.66,0
"11928",1,75000,3.04,9.61,15.59,0
"11930",0.81,75000,3.37,9.86,15.18,0
"11931",0.47,75000,3.37,9.93,15.18,0
"11932",1,75000,2.3,9.75,15.91,0
"11933",1,75000,2.2,9.73,15.98,0
"11934",0.06,1e+05,1.79,10.57,16.35,0
"11939",0.24,50000,2.3,10.54,16.62,0
"11940",0.04,50000,2.3,10.54,16.62,0
"11941",0.28,50000,2.3,10.54,16.62,0
"11942",0.04,50000,2.3,10.54,16.62,0
"11946",1,99999,3.18,11.17,16.08,0
"11947",1,175000,3.18,11.17,16.08,0
"11950",0.81,1e+05,1.61,10.31,16.72,1
"11951",0.69,1e+05,1.61,10.31,16.72,0
"11952",1,85000,2.4,10.56,17.05,0
"11960",0.74,65000,2.71,10.5,16.12,0
"11961",0.76,65000,3.22,10.48,15.2,0
"11966",1.5,65000,2.4,10.57,16.41,0
"11967",1.5,65000,2.4,10.57,16.41,0
"11970",1.5,65000,1.61,10.61,16.56,0
"11971",1.5,65000,1.61,10.61,16.56,0
"11972",1.5,65000,1.61,10.61,16.56,0
"11973",0.85,75000,1.61,10.24,16.84,0
"11981",1.07,1e+05,2.94,10.27,16.3,0
"11982",1.03,1e+05,2.94,10.27,16.3,0
"11983",1.03,1e+05,3,10.27,16.3,0
"11984",1,75000,3.09,10.05,16.01,0
"11985",1,75000,3.37,9.36,15.42,0
"11986",1,75000,3.09,9.62,15.61,0
"11992",0.37,1e+05,1.61,10.56,16.71,0
"11993",0.5,1e+05,1.61,10.56,16.62,0
"11995",1,65000,3,9.28,15.89,0
"12000",1,85000,3.09,9.98,15.94,0
"12001",1,85000,2.71,10.06,16.36,0
"12002",1,85000,2.77,10.06,16.36,0
"12003",1,85000,3.14,9.74,15.79,0
"12004",1,85000,3.18,9.8,15.67,0
"12008",0.5,75000,3.26,9.97,15.61,0
"12009",0.5,75000,3.26,9.97,15.04,0
"12010",0.36,99999,3.26,9.97,15.04,0
"12011",0.5,1e+05,3.22,10.48,15.76,0
"12012",0.5,1e+05,3.22,10.48,15.2,0
"12013",0.36,99999,3.22,10.48,15.2,0
"12014",0.5,1e+05,3.22,10.48,15.76,0
"12015",0.5,1e+05,3.22,10.48,15.2,0
"12016",0.36,99999,3.22,10.48,15.2,0
"12070",0.24,1e+05,2.71,11.4,17.23,0
"12071",0.23,1e+05,2.71,11.4,17.16,0
"12072",0.3,1e+05,2.71,11.4,17.07,0
"12073",0.23,1e+05,2.71,11.4,17.01,0
"12074",0.24,1e+05,2.71,11.4,17.23,0
"12075",0.23,1e+05,2.71,11.4,17.16,0
"12076",0.3,1e+05,2.71,11.4,17.07,0
"12077",0.23,1e+05,2.71,11.4,17.01,0
"12078",0.24,1e+05,2.71,11.4,17.23,0
"12079",0.23,1e+05,2.71,11.4,17.16,0
"12080",0.3,1e+05,2.71,11.4,17.07,0
"12081",0.23,1e+05,2.71,11.4,17.01,0
"12098",0.24,1e+05,2.71,11.4,17.23,0
"12099",0.23,1e+05,2.71,11.4,17.16,0
"12100",0.3,1e+05,2.71,11.4,17.07,1
"12101",0.23,1e+05,2.71,11.4,17.01,0
"12106",0.24,1e+05,2.71,11.4,17.23,0
"12107",0.23,1e+05,2.71,11.4,17.16,0
"12108",0.3,1e+05,2.71,11.4,17.07,0
"12109",0.23,1e+05,2.71,11.4,17.01,0
"12118",0.24,1e+05,2.64,11.4,17.28,0
"12119",0.23,1e+05,2.64,11.4,17.22,0
"12120",0.3,1e+05,2.64,11.4,17.13,0
"12121",0.23,1e+05,2.64,11.4,17.07,0
"12130",0.24,1e+05,2.64,11.4,17.28,0
"12131",0.23,1e+05,2.64,11.4,17.22,0
"12132",0.3,1e+05,2.64,11.4,17.13,0
"12133",0.23,1e+05,2.64,11.4,17.07,0
"12134",0.24,1e+05,2.64,11.4,17.28,0
"12135",0.23,1e+05,2.64,11.4,17.22,0
"12136",0.3,1e+05,2.64,11.4,17.13,0
"12137",0.23,1e+05,2.64,11.4,17.07,0
"12215",0.77,1e+05,2.3,11.38,17.01,0
"12216",0.23,1e+05,2.3,11.38,16.9,0
"12217",0.77,1e+05,2.2,11.38,17.03,0
"12218",0.23,1e+05,2.2,11.38,16.92,0
"12219",0.24,1e+05,2.2,11.38,16.96,0
"12220",0.23,1e+05,2.2,11.38,16.83,0
"12221",0.3,1e+05,2.2,11.38,16.8,0
"12222",0.23,1e+05,2.2,11.38,16.92,0
"12227",0.24,1e+05,1.95,10.59,16.51,0
"12228",0.53,1e+05,1.95,10.59,16.47,1
"12229",0.19,1e+05,1.95,10.59,16.44,0
"12230",0.24,1e+05,1.95,10.59,16.51,0
"12231",0.53,1e+05,1.95,10.59,16.51,0
"12232",0.23,1e+05,1.95,10.59,16.44,0
"12233",0.24,1e+05,2.08,10.17,16.35,0
"12234",0.23,1e+05,2.08,10.17,16.25,0
"12235",0.3,1e+05,2.08,10.17,16.22,0
"12236",0.23,1e+05,2.08,10.17,16.25,0
"12249",1,1e+05,2.4,10.55,16.3,0
"12250",1,1e+05,2.3,10.55,16.56,0
"12251",1,1e+05,2.77,10.51,16.07,0
"12252",1,75000,3.14,10.23,16.63,0
"12261",0.36,1e+05,3.33,10.59,16.3,0
"12262",0.27,1e+05,3.33,10.59,15.42,0
"12263",0.28,1e+05,3.33,10.68,16.3,0
"12273",1,90000,3.22,10.71,15.89,0
"12279",0.21,75000,3.14,10.11,15.12,0
"12281",0.27,150000,2.4,10.19,16,0
"12282",0.48,150000,2.4,10.19,15.94,0
"12283",0.25,150000,2.4,10.19,15.91,0
"12284",0.27,150000,2.4,11.25,16.58,0
"12285",0.23,150000,2.4,11.25,16.52,0
"12286",0.5,150000,2.4,11.25,16.48,0
"12296",1,75000,2.3,10.2,16.41,0
"12297",1,75000,2.3,10.2,16.41,0
"12299",1,75000,2.2,10.2,16.41,0
"12300",1,75000,2.71,10.11,16.12,0
"12301",1,75000,2.71,10.11,16.12,0
"12302",0.32,1e+05,2.77,10.55,16.12,0
"12303",0.27,1e+05,2.77,10.55,16.12,0
"12313",1,75000,2.77,10.11,16.12,1
"12314",1,75000,2.77,10.11,16.12,0
"12315",1,75000,2.77,10.11,16.12,0
"12316",1,75000,2.71,10.11,16.12,0
"12326",0.18,1e+05,3,10.11,15.61,0
"12327",0.51,125000,3.09,10.04,16.12,0
"12328",0.51,125000,3.37,9.95,16.12,1
"12363",1,1e+05,2.4,10.53,16.17,0
"12380",0.78,75000,1.61,10.24,16.84,0
"12451",0.27,150000,2.08,10.57,16.4,0
"12452",0.23,150000,2.08,10.57,16.35,0
"12453",0.25,150000,2.08,10.57,16.25,0
"12454",0.25,150000,2.08,10.57,16.22,0
"12455",0.27,150000,1.95,10.57,16.48,0
"12456",0.23,150000,1.95,10.57,16.44,0
"12457",0.25,150000,1.95,10.57,16.3,0
"12458",0.25,150000,1.95,10.57,16.28,0
"12459",0.27,150000,2.4,11.25,16.64,0
"12460",0.23,150000,2.4,11.25,16.42,1
"12461",0.5,150000,2.4,11.25,16.48,0
"12462",0.27,150000,2.3,10.54,16.17,0
"12463",0.28,150000,2.3,10.54,15.98,0
"12464",0.12,150000,2.3,10.54,16.06,0
"12465",0.27,150000,2.2,10.54,16.23,0
"12466",0.23,150000,2.2,10.54,16.05,0
"12467",0.05,150000,2.2,10.54,16.01,0
"12468",0.45,150000,2.2,10.54,16.11,0
"12469",0.27,150000,2.08,10.57,16.28,0
"12470",0.28,150000,2.08,10.57,16.17,0
"12471",0.45,150000,2.08,10.57,16.2,0
"12472",0.27,150000,2.2,10.13,16.12,0
"12473",0.48,150000,2.2,10.13,15.98,0
"12474",0.25,150000,2.2,10.13,15.94,0
"12475",0.27,150000,1.95,10.57,16.33,0
"12476",0.28,150000,1.95,10.57,16.2,0
"12477",0.45,150000,1.95,10.57,16.25,0
"12515",0.27,150000,3.09,11.42,16.3,0
"12516",0.23,150000,3.09,11.42,16.01,0
"12517",0.24,150000,3.09,11.42,15.91,0
"12518",0.03,90000,3.09,11.42,15.76,0
"12519",0.75,150000,1.61,10.57,16.99,0
"12540",0.77,1e+05,2.94,10.27,16.12,1
"12541",0.77,1e+05,3,10.27,16.12,0
"12898",1,150000,3.04,10.01,16.59,0
"12899",1,150000,2.3,10.17,16.25,0
"12900",1,150000,2.3,9.7,16.09,0
"12901",1,75000,3,10.08,15.56,0
"12902",0.07,75000,3,9.91,15.36,0
"12943",0.42,175000,2.48,11.24,16.91,0
"12944",1,75000,3.26,9.96,15.61,0
"12945",0.57,75000,3.4,9.93,15.2,0
"12946",1,2e+05,3.18,11.52,16.49,0
"12947",0.67,75000,3.09,10.19,16.07,0
"12948",1,75000,3.04,10.21,16.17,0
"12949",1,75000,3.04,10.21,16.17,0
"12950",1,75000,3.09,10.19,16.07,0
"12952",1,2e+05,3.04,11.4,16.49,0
"12954",1,2e+05,2.2,11.59,17.5,0
"12955",1,2e+05,2.2,11.59,17.5,0
"12961",1,150000,3.37,10.34,15.2,0
"13023",1,85000,3.33,9.68,15.61,0
"13032",1,85000,3.18,9.83,15.76,0
"13033",1,1e+05,3.04,10.03,16.3,0
"13036",0.4,150000,1.61,11.36,17.5,0
"13037",1,1e+05,3.04,10.12,16.12,0
"13039",1,1e+05,3.37,9.9,15.61,0
"13040",1,1e+05,3.4,10.06,15.61,0
"13041",1,1e+05,3.22,10.46,15.76,0
"13042",1,1e+05,3.37,10.51,15.42,0
"13043",1,1e+05,3.22,10.63,15.61,0
"13044",0.42,1e+05,3.37,10.58,15.2,0
"13045",1,1e+05,3.26,10.44,15.89,0
"13046",1,1e+05,3.4,10.5,15.61,0
"13047",1,1e+05,3.37,9.51,14.51,0
"13048",1,125000,3.22,10.47,15.87,0
"13049",1,1e+05,3.09,10.23,15.89,0
"13050",1,1e+05,3.18,10.31,15.79,0
"13051",1,125000,3.14,10.6,15.99,0
"13052",1,125000,3.09,10.49,15.99,0
"13053",1,125000,2.89,10.51,16.23,0
"13054",1,125000,2.77,10.53,16.36,0
"13055",1,1e+05,3.09,10.23,15.89,0
"13062",0.27,250000,1.61,10.31,16.4,0
"13063",0.48,250000,1.61,10.31,16.3,0
"13064",0.25,250000,1.61,10.31,16.28,0
"13069",0.29,5e+05,1.61,11.43,17.73,0
"13070",0.27,5e+05,1.61,11.43,17.48,0
